Sequence_category,model,score
human,ANARCI,165.4
human,ANARCI,174.5
human,ANARCI,175.3
human,ANARCI,155.8
human,ANARCI,151.2
human,ANARCI,157.8
human,ANARCI,152.5
human,ANARCI,173.6
human,ANARCI,152.7
human,ANARCI,161.3
human,ANARCI,178.5
human,ANARCI,149.1
human,ANARCI,150.6
human,ANARCI,154.3
human,ANARCI,159.2
human,ANARCI,181.7
human,ANARCI,158.4
human,ANARCI,181.6
human,ANARCI,163.9
human,ANARCI,153.0
human,ANARCI,194.4
human,ANARCI,167.1
human,ANARCI,164.2
human,ANARCI,154.1
human,ANARCI,137.3
human,ANARCI,169.1
human,ANARCI,181.3
human,ANARCI,164.6
human,ANARCI,152.1
human,ANARCI,165.2
human,ANARCI,164.6
human,ANARCI,155.6
human,ANARCI,184.2
human,ANARCI,160.8
human,ANARCI,160.2
human,ANARCI,180.9
human,ANARCI,145.2
human,ANARCI,169.7
human,ANARCI,186.4
human,ANARCI,157.0
human,ANARCI,163.0
human,ANARCI,187.0
human,ANARCI,166.7
human,ANARCI,162.7
human,ANARCI,167.7
human,ANARCI,176.4
human,ANARCI,191.8
human,ANARCI,177.7
human,ANARCI,160.9
human,ANARCI,167.0
human,ANARCI,164.9
human,ANARCI,139.1
human,ANARCI,175.8
human,ANARCI,169.3
human,ANARCI,169.2
human,ANARCI,185.4
human,ANARCI,170.1
human,ANARCI,178.8
human,ANARCI,174.7
human,ANARCI,178.9
human,ANARCI,164.7
human,ANARCI,162.7
human,ANARCI,161.7
human,ANARCI,166.3
human,ANARCI,138.8
human,ANARCI,157.9
human,ANARCI,153.0
human,ANARCI,186.7
human,ANARCI,161.0
human,ANARCI,159.3
human,ANARCI,149.8
human,ANARCI,167.1
human,ANARCI,140.7
human,ANARCI,180.4
human,ANARCI,180.3
human,ANARCI,178.8
human,ANARCI,151.8
human,ANARCI,145.3
human,ANARCI,159.0
human,ANARCI,186.3
human,ANARCI,177.4
human,ANARCI,163.0
human,ANARCI,172.8
human,ANARCI,182.4
human,ANARCI,163.3
human,ANARCI,165.3
human,ANARCI,173.2
human,ANARCI,187.2
human,ANARCI,175.5
human,ANARCI,156.5
human,ANARCI,155.7
human,ANARCI,177.9
human,ANARCI,143.7
human,ANARCI,136.3
human,ANARCI,154.5
human,ANARCI,153.0
human,ANARCI,173.6
human,ANARCI,171.1
human,ANARCI,130.4
human,ANARCI,151.0
human,ANARCI,176.9
human,ANARCI,178.1
human,ANARCI,171.4
human,ANARCI,172.7
human,ANARCI,145.2
human,ANARCI,173.0
human,ANARCI,201.5
human,ANARCI,154.9
human,ANARCI,167.3
human,ANARCI,146.0
human,ANARCI,172.2
human,ANARCI,165.8
human,ANARCI,140.4
human,ANARCI,186.3
human,ANARCI,177.4
human,ANARCI,164.8
human,ANARCI,168.7
human,ANARCI,164.0
human,ANARCI,178.7
human,ANARCI,177.1
human,ANARCI,168.9
human,ANARCI,173.8
human,ANARCI,159.2
human,ANARCI,177.9
human,ANARCI,154.1
human,ANARCI,175.2
human,ANARCI,190.8
human,ANARCI,165.8
human,ANARCI,195.3
human,ANARCI,176.3
human,ANARCI,168.2
human,ANARCI,89.6
human,ANARCI,141.4
human,ANARCI,179.6
human,ANARCI,167.0
human,ANARCI,165.8
human,ANARCI,167.3
human,ANARCI,172.9
human,ANARCI,183.3
human,ANARCI,162.3
human,ANARCI,177.1
human,ANARCI,186.0
human,ANARCI,154.9
human,ANARCI,164.1
human,ANARCI,158.4
human,ANARCI,140.8
human,ANARCI,143.9
human,ANARCI,178.7
human,ANARCI,181.5
human,ANARCI,154.2
human,ANARCI,165.1
human,ANARCI,131.6
human,ANARCI,144.8
human,ANARCI,148.6
human,ANARCI,160.0
human,ANARCI,163.8
human,ANARCI,148.9
human,ANARCI,147.0
human,ANARCI,191.2
human,ANARCI,159.8
human,ANARCI,180.3
human,ANARCI,175.8
human,ANARCI,162.9
human,ANARCI,188.2
human,ANARCI,174.5
human,ANARCI,168.0
human,ANARCI,168.1
human,ANARCI,144.8
human,ANARCI,180.1
human,ANARCI,167.0
human,ANARCI,160.0
human,ANARCI,174.0
human,ANARCI,141.3
human,ANARCI,170.8
human,ANARCI,171.2
human,ANARCI,163.7
human,ANARCI,185.5
human,ANARCI,170.5
human,ANARCI,144.4
human,ANARCI,164.6
human,ANARCI,169.8
human,ANARCI,158.8
human,ANARCI,162.9
human,ANARCI,167.3
human,ANARCI,141.5
human,ANARCI,144.7
human,ANARCI,191.2
human,ANARCI,165.1
human,ANARCI,185.9
human,ANARCI,162.2
human,ANARCI,170.9
human,ANARCI,161.3
human,ANARCI,165.1
human,ANARCI,166.8
human,ANARCI,177.7
human,ANARCI,140.9
human,ANARCI,171.6
human,ANARCI,185.2
human,ANARCI,179.5
human,ANARCI,136.3
human,ANARCI,165.5
human,ANARCI,171.5
human,ANARCI,181.7
human,ANARCI,161.2
human,ANARCI,146.7
human,ANARCI,165.6
human,ANARCI,156.1
human,ANARCI,177.5
human,ANARCI,184.8
human,ANARCI,165.6
human,ANARCI,149.9
human,ANARCI,128.1
human,ANARCI,160.8
human,ANARCI,172.8
human,ANARCI,147.0
human,ANARCI,161.2
human,ANARCI,157.1
human,ANARCI,166.9
human,ANARCI,168.5
human,ANARCI,147.4
human,ANARCI,170.2
human,ANARCI,165.3
human,ANARCI,156.3
human,ANARCI,171.7
human,ANARCI,178.4
human,ANARCI,177.3
human,ANARCI,161.4
human,ANARCI,158.1
human,ANARCI,166.6
human,ANARCI,162.3
human,ANARCI,141.7
human,ANARCI,171.9
human,ANARCI,135.6
human,ANARCI,174.6
human,ANARCI,147.2
human,ANARCI,164.3
human,ANARCI,184.5
human,ANARCI,151.7
human,ANARCI,157.8
human,ANARCI,165.0
human,ANARCI,165.3
human,ANARCI,172.8
human,ANARCI,142.6
human,ANARCI,154.6
human,ANARCI,178.9
human,ANARCI,164.8
human,ANARCI,167.5
human,ANARCI,175.0
human,ANARCI,185.8
human,ANARCI,145.2
human,ANARCI,145.5
human,ANARCI,189.0
human,ANARCI,160.2
human,ANARCI,165.3
human,ANARCI,152.9
human,ANARCI,149.6
human,ANARCI,151.6
human,ANARCI,173.0
human,ANARCI,153.8
human,ANARCI,172.7
human,ANARCI,189.5
human,ANARCI,182.6
human,ANARCI,181.7
human,ANARCI,186.8
human,ANARCI,180.6
human,ANARCI,199.9
human,ANARCI,172.1
human,ANARCI,170.7
human,ANARCI,175.3
human,ANARCI,172.4
human,ANARCI,152.7
human,ANARCI,183.3
human,ANARCI,177.0
human,ANARCI,144.3
human,ANARCI,167.1
human,ANARCI,191.8
human,ANARCI,171.1
human,ANARCI,190.8
human,ANARCI,177.4
human,ANARCI,134.5
human,ANARCI,178.2
human,ANARCI,160.7
human,ANARCI,146.9
human,ANARCI,182.0
human,ANARCI,168.9
human,ANARCI,169.5
human,ANARCI,150.6
human,ANARCI,158.8
human,ANARCI,196.0
human,ANARCI,154.6
human,ANARCI,183.9
human,ANARCI,169.9
human,ANARCI,159.6
human,ANARCI,181.1
human,ANARCI,172.7
human,ANARCI,158.4
human,ANARCI,144.9
human,ANARCI,186.7
human,ANARCI,137.2
human,ANARCI,174.1
human,ANARCI,190.2
human,ANARCI,186.9
human,ANARCI,131.2
human,ANARCI,153.4
human,ANARCI,170.1
human,ANARCI,178.7
human,ANARCI,192.9
human,ANARCI,166.9
human,ANARCI,180.4
human,ANARCI,145.0
human,ANARCI,171.4
human,ANARCI,157.5
human,ANARCI,172.2
human,ANARCI,151.2
human,ANARCI,169.9
human,ANARCI,188.1
human,ANARCI,182.8
human,ANARCI,181.4
human,ANARCI,158.3
human,ANARCI,160.1
human,ANARCI,151.5
human,ANARCI,171.1
human,ANARCI,170.6
human,ANARCI,175.2
human,ANARCI,168.1
human,ANARCI,171.1
human,ANARCI,172.5
human,ANARCI,171.5
human,ANARCI,172.1
human,ANARCI,179.1
human,ANARCI,139.1
human,ANARCI,171.1
human,ANARCI,161.2
human,ANARCI,142.9
human,ANARCI,160.0
human,ANARCI,150.2
human,ANARCI,177.0
human,ANARCI,142.6
human,ANARCI,163.0
human,ANARCI,156.7
human,ANARCI,175.6
human,ANARCI,152.5
human,ANARCI,149.4
human,ANARCI,167.2
human,ANARCI,155.9
human,ANARCI,187.0
human,ANARCI,169.4
human,ANARCI,168.0
human,ANARCI,186.0
human,ANARCI,167.9
human,ANARCI,160.9
human,ANARCI,168.9
human,ANARCI,167.0
human,ANARCI,149.0
human,ANARCI,178.7
human,ANARCI,164.9
human,ANARCI,171.6
human,ANARCI,190.4
human,ANARCI,192.7
human,ANARCI,145.5
human,ANARCI,178.9
human,ANARCI,170.3
human,ANARCI,169.2
human,ANARCI,154.3
human,ANARCI,176.6
human,ANARCI,147.8
human,ANARCI,150.4
human,ANARCI,167.7
human,ANARCI,161.7
human,ANARCI,172.5
human,ANARCI,153.0
human,ANARCI,183.8
human,ANARCI,137.1
human,ANARCI,170.3
human,ANARCI,171.5
human,ANARCI,164.5
human,ANARCI,138.6
human,ANARCI,134.0
human,ANARCI,161.9
human,ANARCI,157.2
human,ANARCI,178.9
human,ANARCI,176.8
human,ANARCI,156.2
human,ANARCI,159.4
human,ANARCI,173.6
human,ANARCI,179.0
human,ANARCI,166.5
human,ANARCI,161.2
human,ANARCI,141.7
human,ANARCI,141.6
human,ANARCI,166.7
human,ANARCI,145.8
human,ANARCI,175.6
human,ANARCI,175.3
human,ANARCI,167.2
human,ANARCI,165.8
human,ANARCI,163.0
human,ANARCI,140.3
human,ANARCI,180.6
human,ANARCI,135.4
human,ANARCI,167.6
human,ANARCI,183.9
human,ANARCI,164.7
human,ANARCI,159.0
human,ANARCI,164.8
human,ANARCI,168.1
human,ANARCI,191.8
human,ANARCI,150.2
human,ANARCI,170.0
human,ANARCI,193.3
human,ANARCI,175.4
human,ANARCI,154.5
human,ANARCI,187.6
human,ANARCI,159.0
human,ANARCI,171.1
human,ANARCI,166.3
human,ANARCI,148.7
human,ANARCI,187.9
human,ANARCI,176.7
human,ANARCI,156.5
human,ANARCI,172.3
human,ANARCI,164.8
human,ANARCI,180.9
human,ANARCI,174.6
human,ANARCI,142.5
human,ANARCI,156.5
human,ANARCI,189.7
human,ANARCI,171.0
human,ANARCI,176.4
human,ANARCI,126.3
human,ANARCI,187.5
human,ANARCI,173.8
human,ANARCI,149.1
human,ANARCI,154.5
human,ANARCI,179.6
human,ANARCI,151.9
human,ANARCI,163.1
human,ANARCI,161.3
human,ANARCI,173.7
human,ANARCI,151.0
human,ANARCI,158.8
human,ANARCI,178.1
human,ANARCI,179.1
human,ANARCI,168.4
human,ANARCI,169.7
human,ANARCI,189.7
human,ANARCI,140.5
human,ANARCI,158.8
human,ANARCI,160.7
human,ANARCI,201.4
human,ANARCI,168.7
human,ANARCI,163.4
human,ANARCI,165.3
human,ANARCI,165.3
human,ANARCI,176.4
human,ANARCI,154.6
human,ANARCI,163.7
human,ANARCI,169.3
human,ANARCI,191.4
human,ANARCI,187.9
human,ANARCI,142.9
human,ANARCI,185.8
human,ANARCI,176.5
human,ANARCI,148.1
human,ANARCI,153.5
human,ANARCI,171.1
human,ANARCI,131.2
human,ANARCI,170.8
human,ANARCI,151.9
human,ANARCI,144.1
human,ANARCI,146.7
human,ANARCI,158.6
human,ANARCI,166.4
human,ANARCI,150.6
human,ANARCI,167.4
human,ANARCI,171.9
human,ANARCI,149.4
human,ANARCI,173.7
human,ANARCI,184.7
human,ANARCI,178.3
human,ANARCI,164.7
human,ANARCI,192.3
human,ANARCI,188.1
human,ANARCI,176.2
human,ANARCI,168.4
human,ANARCI,172.7
human,ANARCI,148.5
human,ANARCI,188.1
human,ANARCI,185.7
human,ANARCI,156.3
human,ANARCI,176.6
human,ANARCI,189.9
human,ANARCI,183.2
human,ANARCI,174.6
human,ANARCI,167.3
human,ANARCI,172.2
human,ANARCI,171.1
human,ANARCI,174.3
human,ANARCI,165.2
human,ANARCI,142.3
human,ANARCI,181.8
human,ANARCI,170.6
human,ANARCI,179.6
human,ANARCI,164.0
human,ANARCI,170.7
human,ANARCI,160.8
human,ANARCI,179.4
human,ANARCI,171.9
human,ANARCI,171.3
human,ANARCI,175.9
human,ANARCI,168.5
human,ANARCI,145.0
human,ANARCI,144.6
human,ANARCI,172.7
human,ANARCI,165.3
human,ANARCI,159.4
human,ANARCI,194.5
human,ANARCI,154.3
human,ANARCI,173.0
human,ANARCI,175.7
human,ANARCI,171.1
human,ANARCI,165.6
human,ANARCI,175.7
human,ANARCI,190.3
human,ANARCI,165.4
human,ANARCI,159.7
human,ANARCI,150.7
human,ANARCI,150.1
human,ANARCI,166.7
human,ANARCI,137.5
human,ANARCI,161.5
human,ANARCI,168.9
human,ANARCI,172.2
human,ANARCI,175.7
human,ANARCI,165.4
human,ANARCI,170.6
human,ANARCI,169.3
human,ANARCI,162.0
human,ANARCI,181.8
human,ANARCI,132.9
human,ANARCI,172.8
human,ANARCI,185.2
human,ANARCI,170.4
human,ANARCI,149.9
human,ANARCI,143.0
human,ANARCI,153.4
human,ANARCI,169.2
human,ANARCI,150.0
human,ANARCI,167.7
human,ANARCI,172.1
human,ANARCI,175.7
human,ANARCI,154.3
human,ANARCI,137.4
human,ANARCI,150.4
human,ANARCI,187.8
human,ANARCI,157.2
human,ANARCI,155.4
human,ANARCI,147.8
human,ANARCI,153.1
human,ANARCI,155.8
human,ANARCI,174.4
human,ANARCI,160.6
human,ANARCI,161.5
human,ANARCI,155.4
human,ANARCI,145.8
human,ANARCI,149.7
human,ANARCI,158.1
human,ANARCI,154.1
human,ANARCI,163.6
human,ANARCI,165.5
human,ANARCI,155.8
human,ANARCI,171.3
human,ANARCI,132.9
human,ANARCI,176.4
human,ANARCI,135.5
human,ANARCI,179.3
human,ANARCI,168.5
human,ANARCI,141.5
human,ANARCI,155.2
human,ANARCI,166.0
human,ANARCI,181.4
human,ANARCI,151.4
human,ANARCI,167.6
human,ANARCI,170.5
human,ANARCI,135.9
human,ANARCI,174.5
human,ANARCI,162.6
human,ANARCI,170.5
human,ANARCI,184.1
human,ANARCI,141.0
human,ANARCI,195.4
human,ANARCI,138.4
human,ANARCI,172.1
human,ANARCI,174.2
human,ANARCI,164.1
human,ANARCI,173.3
human,ANARCI,169.7
human,ANARCI,173.8
human,ANARCI,163.1
human,ANARCI,179.7
human,ANARCI,162.1
human,ANARCI,129.8
human,ANARCI,167.7
human,ANARCI,144.7
human,ANARCI,161.3
human,ANARCI,136.5
human,ANARCI,180.8
human,ANARCI,178.0
human,ANARCI,157.4
human,ANARCI,187.8
human,ANARCI,176.0
human,ANARCI,149.9
human,ANARCI,168.7
human,ANARCI,168.6
human,ANARCI,156.0
human,ANARCI,170.7
human,ANARCI,163.8
human,ANARCI,165.5
human,ANARCI,169.4
human,ANARCI,157.4
human,ANARCI,171.8
human,ANARCI,181.0
human,ANARCI,179.9
human,ANARCI,169.7
human,ANARCI,179.2
human,ANARCI,165.8
human,ANARCI,155.3
human,ANARCI,155.8
human,ANARCI,181.1
human,ANARCI,181.1
human,ANARCI,181.3
human,ANARCI,180.1
human,ANARCI,175.9
human,ANARCI,137.8
human,ANARCI,179.1
human,ANARCI,193.3
human,ANARCI,169.8
human,ANARCI,167.8
human,ANARCI,151.9
human,ANARCI,184.1
human,ANARCI,144.3
human,ANARCI,171.5
human,ANARCI,135.3
human,ANARCI,146.7
human,ANARCI,159.8
human,ANARCI,172.3
human,ANARCI,165.8
human,ANARCI,152.4
human,ANARCI,190.3
human,ANARCI,180.1
human,ANARCI,182.0
human,ANARCI,174.4
human,ANARCI,143.2
human,ANARCI,152.1
human,ANARCI,173.7
human,ANARCI,168.7
human,ANARCI,148.2
human,ANARCI,167.3
human,ANARCI,171.7
human,ANARCI,162.5
human,ANARCI,188.2
human,ANARCI,178.8
human,ANARCI,169.3
human,ANARCI,175.4
human,ANARCI,172.6
human,ANARCI,166.5
human,ANARCI,170.7
human,ANARCI,171.7
human,ANARCI,185.9
human,ANARCI,169.0
human,ANARCI,168.0
human,ANARCI,181.9
human,ANARCI,142.2
human,ANARCI,147.3
human,ANARCI,180.6
human,ANARCI,160.8
human,ANARCI,188.3
human,ANARCI,195.5
human,ANARCI,139.5
human,ANARCI,164.8
human,ANARCI,164.9
human,ANARCI,170.7
human,ANARCI,174.8
human,ANARCI,176.8
human,ANARCI,163.4
human,ANARCI,171.7
human,ANARCI,170.8
human,ANARCI,142.7
human,ANARCI,146.6
human,ANARCI,147.8
human,ANARCI,160.5
human,ANARCI,139.3
human,ANARCI,163.5
human,ANARCI,177.4
human,ANARCI,184.6
human,ANARCI,190.0
human,ANARCI,173.9
human,ANARCI,161.8
human,ANARCI,164.9
human,ANARCI,177.0
human,ANARCI,154.0
human,ANARCI,137.4
human,ANARCI,181.0
human,ANARCI,172.2
human,ANARCI,181.8
human,ANARCI,183.1
human,ANARCI,138.4
human,ANARCI,171.9
human,ANARCI,140.3
human,ANARCI,171.9
human,ANARCI,184.6
human,ANARCI,183.5
human,ANARCI,180.1
human,ANARCI,153.1
human,ANARCI,175.1
human,ANARCI,172.5
human,ANARCI,160.4
human,ANARCI,164.5
human,ANARCI,181.8
human,ANARCI,169.4
human,ANARCI,133.1
human,ANARCI,153.8
human,ANARCI,155.4
human,ANARCI,184.2
human,ANARCI,167.9
human,ANARCI,170.7
human,ANARCI,169.7
human,ANARCI,190.5
human,ANARCI,177.2
human,ANARCI,127.5
human,ANARCI,161.6
human,ANARCI,166.2
human,ANARCI,188.6
human,ANARCI,149.7
human,ANARCI,177.2
human,ANARCI,171.3
human,ANARCI,193.3
human,ANARCI,138.6
human,ANARCI,173.8
human,ANARCI,173.5
human,ANARCI,149.2
human,ANARCI,145.6
human,ANARCI,165.8
human,ANARCI,153.7
human,ANARCI,189.1
human,ANARCI,152.0
human,ANARCI,168.9
human,ANARCI,164.8
human,ANARCI,173.7
human,ANARCI,178.1
human,ANARCI,172.1
human,ANARCI,139.8
human,ANARCI,195.7
human,ANARCI,166.2
human,ANARCI,180.2
human,ANARCI,188.7
human,ANARCI,164.1
human,ANARCI,181.1
human,ANARCI,155.2
human,ANARCI,169.0
human,ANARCI,161.7
human,ANARCI,151.2
human,ANARCI,170.0
human,ANARCI,147.5
human,ANARCI,168.8
human,ANARCI,159.4
human,ANARCI,158.1
human,ANARCI,168.4
human,ANARCI,164.6
human,ANARCI,162.8
human,ANARCI,171.7
human,ANARCI,135.2
human,ANARCI,165.0
human,ANARCI,153.1
human,ANARCI,138.7
human,ANARCI,165.5
human,ANARCI,168.9
human,ANARCI,178.7
human,ANARCI,171.7
human,ANARCI,175.4
human,ANARCI,166.0
human,ANARCI,133.7
human,ANARCI,144.2
human,ANARCI,171.8
human,ANARCI,161.2
human,ANARCI,158.1
human,ANARCI,190.2
human,ANARCI,177.3
human,ANARCI,142.6
human,ANARCI,167.6
human,ANARCI,153.0
human,ANARCI,156.8
human,ANARCI,168.8
human,ANARCI,159.4
human,ANARCI,140.0
human,ANARCI,169.0
human,ANARCI,181.0
human,ANARCI,191.5
human,ANARCI,177.8
human,ANARCI,195.3
human,ANARCI,162.6
human,ANARCI,180.4
human,ANARCI,149.0
human,ANARCI,161.4
human,ANARCI,178.8
human,ANARCI,176.9
human,ANARCI,157.1
human,ANARCI,179.0
human,ANARCI,180.7
human,ANARCI,171.6
human,ANARCI,174.2
human,ANARCI,181.6
human,ANARCI,172.6
human,ANARCI,175.9
human,ANARCI,161.1
human,ANARCI,184.9
human,ANARCI,181.2
human,ANARCI,181.1
human,ANARCI,157.9
human,ANARCI,134.2
human,ANARCI,192.4
human,ANARCI,169.7
human,ANARCI,179.7
human,ANARCI,148.9
human,ANARCI,183.3
human,ANARCI,183.8
human,ANARCI,175.4
human,ANARCI,164.1
human,ANARCI,181.2
human,ANARCI,187.1
human,ANARCI,175.7
human,ANARCI,134.0
human,ANARCI,162.3
human,ANARCI,159.5
human,ANARCI,176.2
human,ANARCI,166.2
human,ANARCI,170.0
human,ANARCI,147.2
human,ANARCI,185.6
human,ANARCI,196.7
human,ANARCI,179.0
human,ANARCI,161.3
human,ANARCI,183.3
human,ANARCI,176.6
human,ANARCI,185.3
human,ANARCI,198.4
human,ANARCI,164.1
human,ANARCI,174.3
human,ANARCI,148.0
human,ANARCI,163.8
human,ANARCI,157.8
human,ANARCI,167.2
human,ANARCI,187.6
human,ANARCI,155.6
human,ANARCI,178.7
human,ANARCI,158.2
human,ANARCI,148.5
human,ANARCI,167.4
human,ANARCI,149.3
human,ANARCI,175.9
human,ANARCI,142.3
human,ANARCI,179.4
human,ANARCI,168.9
human,ANARCI,141.7
human,ANARCI,140.0
human,ANARCI,160.5
human,ANARCI,168.8
human,ANARCI,143.0
human,ANARCI,155.6
human,ANARCI,183.9
human,ANARCI,146.3
human,ANARCI,181.8
human,ANARCI,178.0
human,ANARCI,170.4
human,ANARCI,163.2
human,ANARCI,165.1
human,ANARCI,174.0
human,ANARCI,144.6
human,ANARCI,179.0
human,ANARCI,148.0
human,ANARCI,155.6
human,ANARCI,169.6
human,ANARCI,174.2
human,ANARCI,159.7
human,ANARCI,147.1
human,ANARCI,148.6
human,ANARCI,179.2
human,ANARCI,174.1
human,ANARCI,151.1
human,ANARCI,188.0
human,ANARCI,156.0
human,ANARCI,160.9
human,ANARCI,154.3
human,ANARCI,158.6
human,ANARCI,172.3
human,ANARCI,156.8
human,ANARCI,162.1
human,ANARCI,175.6
human,ANARCI,176.4
human,ANARCI,153.3
human,ANARCI,130.9
human,ANARCI,150.8
human,ANARCI,171.2
human,ANARCI,177.8
human,ANARCI,166.0
human,ANARCI,141.2
human,ANARCI,187.9
human,ANARCI,173.4
human,ANARCI,174.6
human,ANARCI,167.5
human,ANARCI,158.5
human,ANARCI,181.8
human,ANARCI,172.0
human,ANARCI,177.8
human,ANARCI,165.3
human,ANARCI,125.3
human,ANARCI,182.9
human,ANARCI,180.9
human,ANARCI,153.9
human,ANARCI,149.1
human,ANARCI,170.8
human,ANARCI,172.5
human,ANARCI,166.6
human,ANARCI,166.3
human,ANARCI,159.5
human,ANARCI,167.5
human,ANARCI,135.2
human,ANARCI,163.3
human,ANARCI,176.4
human,ANARCI,178.0
human,ANARCI,189.2
human,ANARCI,167.8
human,ANARCI,188.1
human,ANARCI,139.5
human,ANARCI,156.1
human,ANARCI,156.1
human,ANARCI,153.3
human,ANARCI,167.3
human,ANARCI,147.3
human,ANARCI,162.3
human,ANARCI,161.0
human,ANARCI,141.7
human,ANARCI,177.7
human,ANARCI,148.4
human,ANARCI,163.1
human,ANARCI,171.5
human,ANARCI,173.2
human,ANARCI,173.5
human,ANARCI,158.4
human,ANARCI,177.4
human,ANARCI,173.6
human,ANARCI,154.5
human,ANARCI,171.7
human,ANARCI,175.0
human,ANARCI,171.3
human,ANARCI,174.0
human,ANARCI,156.8
human,ANARCI,170.1
human,ANARCI,178.6
human,ANARCI,152.3
human,ANARCI,176.7
human,ANARCI,172.0
human,ANARCI,164.0
human,ANARCI,148.1
human,ANARCI,179.2
human,ANARCI,170.5
human,ANARCI,154.2
human,ANARCI,151.1
human,ANARCI,151.3
human,ANARCI,170.9
human,ANARCI,162.7
human,ANARCI,165.0
human,ANARCI,182.6
human,ANARCI,173.2
human,ANARCI,155.6
human,ANARCI,134.1
human,ANARCI,173.3
human,ANARCI,167.4
human,ANARCI,135.9
human,ANARCI,143.8
human,ANARCI,160.5
human,ANARCI,157.8
human,ANARCI,156.9
human,ANARCI,131.1
human,ANARCI,175.2
human,ANARCI,165.6
human,ANARCI,152.0
human,ANARCI,180.2
human,ANARCI,144.0
human,ANARCI,164.6
human,ANARCI,151.9
human,ANARCI,174.9
human,ANARCI,173.0
human,ANARCI,146.6
human,ANARCI,190.0
human,ANARCI,166.5
human,ANARCI,168.9
human,ANARCI,165.3
human,ANARCI,155.7
human,ANARCI,129.6
human,ANARCI,164.6
human,ANARCI,155.6
human,ANARCI,183.4
human,ANARCI,186.2
human,ANARCI,135.4
human,ANARCI,157.9
human,ANARCI,158.6
human,ANARCI,170.7
human,ANARCI,158.5
human,ANARCI,164.3
human,ANARCI,175.6
human,ANARCI,163.1
human,ANARCI,155.2
human,ANARCI,143.5
human,ANARCI,162.8
human,ANARCI,171.3
human,ANARCI,176.9
human,ANARCI,164.5
human,ANARCI,163.5
human,ANARCI,166.1
human,ANARCI,167.1
human,ANARCI,162.9
human,ANARCI,163.7
human,ANARCI,190.1
human,ANARCI,165.0
human,ANARCI,173.1
human,ANARCI,163.0
human,ANARCI,164.0
human,ANARCI,186.1
human,ANARCI,167.8
human,ANARCI,141.9
human,ANARCI,162.2
human,ANARCI,152.5
human,ANARCI,142.5
human,ANARCI,177.4
human,ANARCI,184.9
human,ANARCI,184.6
human,ANARCI,183.4
human,ANARCI,174.8
human,ANARCI,183.4
human,ANARCI,171.5
human,ANARCI,197.8
human,ANARCI,174.4
human,ANARCI,140.0
human,ANARCI,153.3
human,ANARCI,150.5
human,ANARCI,188.5
human,ANARCI,171.8
human,ANARCI,177.6
human,ANARCI,169.9
human,ANARCI,151.8
human,ANARCI,166.2
human,ANARCI,164.9
human,ANARCI,166.0
human,ANARCI,167.0
human,ANARCI,192.0
human,ANARCI,148.5
human,ANARCI,142.5
human,ANARCI,168.6
human,ANARCI,168.0
human,ANARCI,142.0
human,ANARCI,174.8
human,ANARCI,143.5
human,ANARCI,167.4
human,ANARCI,158.1
human,ANARCI,181.4
human,ANARCI,164.7
human,ANARCI,151.5
human,ANARCI,155.2
human,ANARCI,154.6
human,ANARCI,143.9
human,ANARCI,180.6
human,ANARCI,158.7
human,ANARCI,181.3
human,ANARCI,150.4
human,ANARCI,151.8
human,ANARCI,167.5
human,ANARCI,167.3
human,ANARCI,164.8
human,ANARCI,173.0
human,ANARCI,161.6
human,ANARCI,170.6
human,ANARCI,122.4
human,ANARCI,139.4
human,ANARCI,172.5
human,ANARCI,194.7
human,ANARCI,190.9
human,ANARCI,175.3
human,ANARCI,152.0
human,ANARCI,160.5
human,ANARCI,176.6
human,ANARCI,164.5
human,ANARCI,179.3
human,ANARCI,186.7
human,ANARCI,134.4
human,ANARCI,141.5
human,ANARCI,176.1
human,ANARCI,195.4
human,ANARCI,165.3
human,ANARCI,167.0
human,ANARCI,174.4
human,ANARCI,187.5
human,ANARCI,144.4
human,ANARCI,142.5
human,ANARCI,137.3
human,ANARCI,159.3
human,ANARCI,185.2
human,ANARCI,164.0
human,ANARCI,160.0
human,ANARCI,156.1
human,ANARCI,180.8
human,ANARCI,162.1
human,ANARCI,169.1
human,ANARCI,167.1
human,ANARCI,140.5
human,ANARCI,161.4
human,ANARCI,172.0
human,ANARCI,188.0
human,ANARCI,178.7
human,ANARCI,183.6
human,ANARCI,185.6
human,ANARCI,167.9
human,ANARCI,151.9
human,ANARCI,183.3
human,ANARCI,168.3
human,ANARCI,171.1
human,ANARCI,175.9
human,ANARCI,148.6
human,ANARCI,167.6
human,ANARCI,195.7
human,ANARCI,163.2
human,ANARCI,171.2
human,ANARCI,157.4
human,ANARCI,194.5
human,ANARCI,181.3
human,ANARCI,151.6
human,ANARCI,176.0
human,ANARCI,145.1
human,ANARCI,147.1
human,ANARCI,176.7
human,ANARCI,162.9
human,ANARCI,167.3
human,ANARCI,142.5
human,ANARCI,162.0
human,ANARCI,170.1
human,ANARCI,184.2
human,ANARCI,175.2
human,ANARCI,142.7
human,ANARCI,161.2
human,ANARCI,174.7
human,ANARCI,165.3
human,ANARCI,145.1
human,ANARCI,169.3
human,ANARCI,164.4
human,ANARCI,172.2
human,ANARCI,167.0
human,ANARCI,142.8
human,ANARCI,165.4
human,ANARCI,165.4
human,ANARCI,154.2
human,ANARCI,176.7
human,ANARCI,140.9
human,ANARCI,161.5
human,ANARCI,151.8
human,ANARCI,171.3
